timestamp,zone_id,flow_m3_per_hour,pressure_m_head,consumption_m3,is_synthetic_anomaly,anomaly_type
2026-01-01 01:00:00,Z20,51.53,49.316,11.627,False,normal
2026-01-01 01:15:00,Z01,52.474,57.507,11.559,False,normal
2026-01-01 01:15:00,Z02,59.026,48.364,13.139,False,normal
2026-01-01 01:15:00,Z03,49.053,48.556,10.458,False,normal
2026-01-01 01:15:00,Z04,53.226,57.264,11.933,False,normal
2026-01-01 01:15:00,Z05,46.823,54.569,10.06,False,normal
2026-01-01 01:15:00,Z06,38.038,45.343,8.143,False,normal
2026-01-01 01:15:00,Z07,39.461,51.467,8.479,False,normal
2026-01-01 01:15:00,Z08,49.162,47.977,10.89,False,normal
2026-01-01 01:15:00,Z09,42.319,50.753,9.289,False,normal
2026-01-01 01:15:00,Z10,42.954,50.385,9.37,False,normal
2026-01-01 01:15:00,Z11,44.816,49.915,9.855,False,normal
2026-01-01 01:15:00,Z12,49.026,49.695,10.435,False,normal
2026-01-01 01:15:00,Z13,49.881,58.805,10.828,False,normal
2026-01-01 01:15:00,Z14,64.917,54.041,14.735,False,normal
2026-01-01 01:15:00,Z15,58.364,55.091,13.046,False,normal
2026-01-01 01:15:00,Z16,43.878,53.539,9.297,False,normal
2026-01-01 01:15:00,Z17,49.317,45.071,10.773,False,normal
2026-01-01 01:15:00,Z18,51.543,46.595,11.463,False,normal
2026-01-01 01:15:00,Z19,56.894,49.135,12.069,False,normal
2026-01-01 01:15:00,Z20,51.365,49.035,10.953,False,normal
2026-01-01 01:30:00,Z01,50.767,57.89,11.143,False,normal
2026-01-01 01:30:00,Z02,58.056,48.289,12.363,False,normal
2026-01-01 01:30:00,Z03,45.706,48.831,10.144,False,normal
2026-01-01 01:30:00,Z04,56.374,55.986,12.881,False,normal
2026-01-01 01:30:00,Z05,44.892,54.259,9.861,False,normal
2026-01-01 01:30:00,Z06,43.065,45.619,9.397,False,normal
2026-01-01 01:30:00,Z07,39.867,50.271,8.494,False,normal
2026-01-01 01:30:00,Z08,50.882,47.106,11.009,False,normal
2026-01-01 01:30:00,Z09,47.033,50.208,10.354,False,normal
2026-01-01 01:30:00,Z10,43.408,50.781,9.496,False,normal
2026-01-01 01:30:00,Z11,48.228,49.48,10.301,False,normal
2026-01-01 01:30:00,Z12,49.338,48.739,10.53,False,normal
2026-01-01 01:30:00,Z13,48.735,58.885,10.917,False,normal
2026-01-01 01:30:00,Z14,63.892,55.725,14.31,False,normal
2026-01-01 01:30:00,Z15,57.486,57.099,12.683,False,normal
2026-01-01 01:30:00,Z16,46.359,52.835,9.976,False,normal
2026-01-01 01:30:00,Z17,56.037,46.415,12.453,False,normal
2026-01-01 01:30:00,Z18,52.464,45.718,11.168,False,normal
2026-01-01 01:30:00,Z19,57.265,50.37,12.066,False,normal
2026-01-01 01:30:00,Z20,53.801,48.357,11.698,False,normal
2026-01-01 01:45:00,Z01,54.193,58.41,12.079,False,normal
2026-01-01 01:45:00,Z02,54.183,48.214,11.691,False,normal
2026-01-01 01:45:00,Z03,49.549,49.073,10.763,False,normal
2026-01-01 01:45:00,Z04,55.371,56.725,12.385,False,normal
2026-01-01 01:45:00,Z05,46.89,56.062,10.422,False,normal
2026-01-01 01:45:00,Z06,40.622,45.297,9.03,False,normal
2026-01-01 01:45:00,Z07,39.904,49.926,8.69,False,normal
2026-01-01 01:45:00,Z08,51.745,47.489,11.127,False,normal
2026-01-01 01:45:00,Z09,42.849,50.675,9.561,False,normal
2026-01-01 01:45:00,Z10,42.823,51.636,9.51,False,normal
2026-01-01 01:45:00,Z11,51.413,49.342,11.348,False,normal
2026-01-01 01:45:00,Z12,47.51,50.026,10.147,False,normal
2026-01-01 01:45:00,Z13,49.638,59.355,10.657,False,normal
2026-01-01 01:45:00,Z14,58.682,55.519,13.598,False,normal
2026-01-01 01:45:00,Z15,62.511,55.814,13.684,False,normal
2026-01-01 01:45:00,Z16,41.759,53.846,8.778,False,normal
2026-01-01 01:45:00,Z17,46.97,47.407,10.133,False,normal
2026-01-01 01:45:00,Z18,51.426,46.595,11.685,False,normal
2026-01-01 01:45:00,Z19,50.997,50.526,10.943,False,normal
2026-01-01 01:45:00,Z20,52.983,48.217,11.206,False,normal
2026-01-01 02:00:00,Z01,55.67,57.989,12.074,False,normal
2026-01-01 02:00:00,Z02,52.756,47.674,11.76,False,normal
2026-01-01 02:00:00,Z03,51.507,50.001,10.883,False,normal
2026-01-01 02:00:00,Z04,57.603,55.668,13.048,False,normal
2026-01-01 02:00:00,Z05,45.704,56.347,10.093,False,normal
2026-01-01 02:00:00,Z06,47.962,46.835,10.256,False,normal
2026-01-01 02:00:00,Z07,38.872,51.243,8.555,False,normal
2026-01-01 02:00:00,Z08,49.864,48.247,10.97,False,normal
2026-01-01 02:00:00,Z09,48.713,49.151,10.722,False,normal
2026-01-01 02:00:00,Z10,43.015,50.074,9.266,False,normal
2026-01-01 02:00:00,Z11,45.14,49.682,10.058,False,normal
2026-01-01 02:00:00,Z12,51.093,48.67,11.217,False,normal
2026-01-01 02:00:00,Z13,52.856,58.449,11.642,False,normal
2026-01-01 02:00:00,Z14,64.041,54.888,14.009,False,normal
2026-01-01 02:00:00,Z15,60.102,55.521,13.224,False,normal
2026-01-01 02:00:00,Z16,41.537,55.321,9.024,False,normal
2026-01-01 02:00:00,Z17,53.374,46.199,11.362,False,normal
2026-01-01 02:00:00,Z18,50.509,48.93,11.264,False,normal
2026-01-01 02:00:00,Z19,53.888,49.908,11.604,False,normal
2026-01-01 02:00:00,Z20,52.902,48.989,11.468,False,normal
2026-01-01 02:15:00,Z01,53.738,57.809,11.771,False,normal
2026-01-01 02:15:00,Z02,59.723,48.629,12.582,False,normal
2026-01-01 02:15:00,Z03,50.36,50.395,11.027,False,normal
2026-01-01 02:15:00,Z04,57.78,56.431,13.106,False,normal
2026-01-01 02:15:00,Z05,46.372,56.467,10.2,False,normal
2026-01-01 02:15:00,Z06,41.599,46.105,9.265,False,normal
2026-01-01 02:15:00,Z07,41.025,50.703,9.006,False,normal
2026-01-01 02:15:00,Z08,50.024,46.695,10.954,False,normal
2026-01-01 02:15:00,Z09,43.17,50.736,9.419,False,normal
2026-01-01 02:15:00,Z10,46.086,51.057,10.295,False,normal
2026-01-01 02:15:00,Z11,47.155,50.767,10.286,False,normal
2026-01-01 02:15:00,Z12,48.925,47.939,10.759,False,normal
2026-01-01 02:15:00,Z13,44.689,60.586,9.923,False,normal
2026-01-01 02:15:00,Z14,65.238,54.948,14.321,False,normal
2026-01-01 02:15:00,Z15,61.365,55.361,13.208,False,normal
2026-01-01 02:15:00,Z16,44.68,54.088,9.337,False,normal
2026-01-01 02:15:00,Z17,48.826,45.588,10.886,False,normal
2026-01-01 02:15:00,Z18,50.051,47.695,11.01,False,normal
2026-01-01 02:15:00,Z19,58.042,49.324,12.452,False,normal
2026-01-01 02:15:00,Z20,53.889,49.45,11.871,False,normal
2026-01-01 02:30:00,Z01,55.909,58.495,12.438,False,normal
2026-01-01 02:30:00,Z02,54.833,48.448,11.971,False,normal
2026-01-01 02:30:00,Z03,45.91,49.708,9.598,False,normal
2026-01-01 02:30:00,Z04,59.373,55.345,12.592,False,normal
2026-01-01 02:30:00,Z05,48.291,55.109,10.806,False,normal
2026-01-01 02:30:00,Z06,48.996,45.208,10.489,False,normal
2026-01-01 02:30:00,Z07,38.009,51.643,8.195,False,normal
2026-01-01 02:30:00,Z08,53.831,47.591,11.547,False,normal
2026-01-01 02:30:00,Z09,45.305,50.076,9.853,False,normal
2026-01-01 02:30:00,Z10,46.672,51.67,10.133,False,normal
2026-01-01 02:30:00,Z11,49.006,49.855,10.516,False,normal
2026-01-01 02:30:00,Z12,53.971,49.343,11.711,False,normal
2026-01-01 02:30:00,Z13,50.934,58.231,11.214,False,normal
2026-01-01 02:30:00,Z14,65.924,55.278,14.289,False,normal
2026-01-01 02:30:00,Z15,61.321,54.756,13.819,False,normal
2026-01-01 02:30:00,Z16,43.781,54.812,9.553,False,normal
2026-01-01 02:30:00,Z17,49.99,46.609,10.743,False,normal
2026-01-01 02:30:00,Z18,50.72,47.276,11.459,False,normal
2026-01-01 02:30:00,Z19,54.476,50.414,12.166,False,normal
2026-01-01 02:30:00,Z20,57.731,47.963,12.655,False,normal
2026-01-01 02:45:00,Z01,55.052,59.578,12.237,False,normal
2026-01-01 02:45:00,Z02,52.985,48.208,11.871,False,normal
2026-01-01 02:45:00,Z03,57.011,48.568,12.522,False,normal
2026-01-01 02:45:00,Z04,51.661,57.011,11.888,False,normal
2026-01-01 02:45:00,Z05,47.929,56.453,10.824,False,normal
2026-01-01 02:45:00,Z06,47.535,46.217,10.383,False,normal
2026-01-01 02:45:00,Z07,40.043,50.77,8.406,False,normal
2026-01-01 02:45:00,Z08,52.444,47.572,11.163,False,normal
2026-01-01 02:45:00,Z09,44.161,49.746,9.466,False,normal
2026-01-01 02:45:00,Z10,43.224,51.637,9.243,False,normal
2026-01-01 02:45:00,Z11,45.788,50.706,9.789,False,normal
2026-01-01 02:45:00,Z12,54.215,48.816,11.79,False,normal
2026-01-01 02:45:00,Z13,48.675,58.798,10.478,False,normal
2026-01-01 02:45:00,Z14,75.135,54.816,16.78,False,normal
2026-01-01 02:45:00,Z15,61.122,55.045,14.277,False,normal
2026-01-01 02:45:00,Z16,44.362,54.165,9.551,False,normal
2026-01-01 02:45:00,Z17,52.127,47.899,11.484,False,normal
2026-01-01 02:45:00,Z18,54.54,48.93,12.192,False,normal
2026-01-01 02:45:00,Z19,51.109,49.917,11.334,False,normal
2026-01-01 02:45:00,Z20,56.429,49.457,12.374,False,normal
2026-01-01 03:00:00,Z01,52.212,58.436,11.72,False,normal
2026-01-01 03:00:00,Z02,59.609,48.018,13.361,False,normal
2026-01-01 03:00:00,Z03,54.029,50.035,11.722,False,normal
2026-01-01 03:00:00,Z04,60.538,56.722,13.176,False,normal
2026-01-01 03:00:00,Z05,49.08,55.877,10.544,False,normal
2026-01-01 03:00:00,Z06,46.212,45.145,10.229,False,normal
2026-01-01 03:00:00,Z07,44.541,50.359,9.949,False,normal
2026-01-01 03:00:00,Z08,54.53,47.525,11.916,False,normal
2026-01-01 03:00:00,Z09,46.864,51.208,10.457,False,normal
2026-01-01 03:00:00,Z10,45.434,51.879,9.759,False,normal
2026-01-01 03:00:00,Z11,46.897,51.391,10.15,False,normal
2026-01-01 03:00:00,Z12,56.497,49.337,11.712,False,normal
2026-01-01 03:00:00,Z13,52.411,59.992,11.386,False,normal
2026-01-01 03:00:00,Z14,71.126,56.421,15.995,False,normal
2026-01-01 03:00:00,Z15,60.843,56.318,13.337,False,normal
2026-01-01 03:00:00,Z16,42.13,55.384,9.075,False,normal
2026-01-01 03:00:00,Z17,56.921,47.283,12.544,False,normal
2026-01-01 03:00:00,Z18,56.324,47.833,12.027,False,normal
2026-01-01 03:00:00,Z19,57.196,50.76,12.394,False,normal
2026-01-01 03:00:00,Z20,50.717,49.547,10.977,False,normal
2026-01-01 03:15:00,Z01,59.035,57.882,12.684,False,normal
2026-01-01 03:15:00,Z02,64.234,47.289,13.703,False,normal
2026-01-01 03:15:00,Z03,51.473,48.538,11.313,False,normal
2026-01-01 03:15:00,Z04,59.22,57.378,12.746,False,normal
2026-01-01 03:15:00,Z05,50.68,55.046,10.721,False,normal
2026-01-01 03:15:00,Z06,51.597,45.168,10.895,False,normal
2026-01-01 03:15:00,Z07,41.853,52.327,9.201,False,normal
2026-01-01 03:15:00,Z08,55.56,47.283,12.119,False,normal
2026-01-01 03:15:00,Z09,47.267,50.201,10.355,False,normal
2026-01-01 03:15:00,Z10,48.758,49.881,10.715,False,normal
2026-01-01 03:15:00,Z11,50.756,50.396,11.548,False,normal
2026-01-01 03:15:00,Z12,53.068,48.416,11.494,False,normal
2026-01-01 03:15:00,Z13,54.139,60.297,11.824,False,normal
2026-01-01 03:15:00,Z14,66.869,54.523,14.768,False,normal
2026-01-01 03:15:00,Z15,67.946,55.306,14.49,False,normal
2026-01-01 03:15:00,Z16,42.433,54.996,8.971,False,normal
2026-01-01 03:15:00,Z17,55.105,46.958,12.284,False,normal
2026-01-01 03:15:00,Z18,54.593,48.6,12.231,False,normal
2026-01-01 03:15:00,Z19,52.426,51.457,11.992,False,normal
2026-01-01 03:15:00,Z20,54.562,50.358,11.887,False,normal
2026-01-01 03:30:00,Z01,56.261,58.211,12.307,False,normal
2026-01-01 03:30:00,Z02,63.676,48.731,13.476,False,normal
2026-01-01 03:30:00,Z03,52.368,49.802,11.386,False,normal
2026-01-01 03:30:00,Z04,65.331,55.754,14.106,False,normal
2026-01-01 03:30:00,Z05,51.342,55.208,11.048,False,normal
2026-01-01 03:30:00,Z06,45.715,46.432,10.231,False,normal
2026-01-01 03:30:00,Z07,43.627,50.66,9.232,False,normal
2026-01-01 03:30:00,Z08,57.025,47.507,12.84,False,normal
2026-01-01 03:30:00,Z09,49.372,50.358,10.757,False,normal
2026-01-01 03:30:00,Z10,44.185,50.821,9.888,False,normal
2026-01-01 03:30:00,Z11,52.075,49.953,11.306,False,normal
2026-01-01 03:30:00,Z12,57.91,48.551,12.683,False,normal
2026-01-01 03:30:00,Z13,58.13,60.316,12.665,False,normal
2026-01-01 03:30:00,Z14,74.117,55.386,16.6,False,normal
2026-01-01 03:30:00,Z15,69.372,55.119,15.735,False,normal
2026-01-01 03:30:00,Z16,44.716,53.889,9.337,False,normal
2026-01-01 03:30:00,Z17,51.352,47.284,11.466,False,normal
2026-01-01 03:30:00,Z18,55.539,47.698,12.713,False,normal
2026-01-01 03:30:00,Z19,57.864,51.467,12.605,False,normal
2026-01-01 03:30:00,Z20,54.672,49.939,12.227,False,normal
2026-01-01 03:45:00,Z01,61.838,58.617,13.897,False,normal
2026-01-01 03:45:00,Z02,66.803,48.337,14.432,False,normal
2026-01-01 03:45:00,Z03,58.454,49.24,12.774,False,normal
2026-01-01 03:45:00,Z04,65.79,55.991,14.442,False,normal
2026-01-01 03:45:00,Z05,48.274,55.818,10.599,False,normal
2026-01-01 03:45:00,Z06,48.613,46.111,10.724,False,normal
2026-01-01 03:45:00,Z07,46.032,50.561,10.044,False,normal
2026-01-01 03:45:00,Z08,57.798,45.527,12.65,False,normal
2026-01-01 03:45:00,Z09,48.655,50.434,11.042,False,normal
2026-01-01 03:45:00,Z10,47.907,52.053,10.11,False,normal
2026-01-01 03:45:00,Z11,57.693,48.223,13.051,False,normal
2026-01-01 03:45:00,Z12,56.572,49.924,12.564,False,normal
2026-01-01 03:45:00,Z13,54.633,59.02,12.263,False,normal
2026-01-01 03:45:00,Z14,76.203,56.145,16.655,False,normal
2026-01-01 03:45:00,Z15,70.831,53.836,15.494,False,normal
2026-01-01 03:45:00,Z16,49.386,54.494,10.75,False,normal
2026-01-01 03:45:00,Z17,55.762,46.883,12.156,False,normal
2026-01-01 03:45:00,Z18,59.237,47.867,13.03,False,normal
2026-01-01 03:45:00,Z19,63.192,49.538,13.553,False,normal
2026-01-01 03:45:00,Z20,56.675,49.036,12.432,False,normal
2026-01-01 04:00:00,Z01,64.57,57.251,13.99,False,normal
2026-01-01 04:00:00,Z02,70.073,47.847,15.066,False,normal
2026-01-01 04:00:00,Z03,57.542,50.258,13.114,False,normal
2026-01-01 04:00:00,Z04,69.419,55.725,14.919,False,normal
2026-01-01 04:00:00,Z05,56.233,55.48,12.832,False,normal
2026-01-01 04:00:00,Z06,54.717,46.328,12.132,False,normal
2026-01-01 04:00:00,Z07,49.917,51.193,10.911,False,normal
2026-01-01 04:00:00,Z08,62.902,47.936,13.993,False,normal
2026-01-01 04:00:00,Z09,54.922,48.942,12.039,False,normal
2026-01-01 04:00:00,Z10,55.123,51.272,12.58,False,normal
2026-01-01 04:00:00,Z11,56.072,49.356,12.129,False,normal
2026-01-01 04:00:00,Z12,59.198,49.126,13.322,False,normal
2026-01-01 04:00:00,Z13,58.374,59.115,13.128,False,normal
2026-01-01 04:00:00,Z14,82.076,54.572,17.757,False,normal
2026-01-01 04:00:00,Z15,71.62,55.28,16.054,False,normal
2026-01-01 04:00:00,Z16,50.269,54.841,10.701,False,normal
2026-01-01 04:00:00,Z17,59.921,47.425,13.132,False,normal
2026-01-01 04:00:00,Z18,57.344,47.63,13.253,False,normal
2026-01-01 04:00:00,Z19,63.396,49.717,14.227,False,normal
2026-01-01 04:00:00,Z20,60.935,50.327,13.121,False,normal
2026-01-01 04:15:00,Z01,65.757,57.449,14.718,False,normal
2026-01-01 04:15:00,Z02,75.139,47.399,16.241,False,normal
2026-01-01 04:15:00,Z03,61.297,50.12,13.634,False,normal
2026-01-01 04:15:00,Z04,71.71,55.884,15.275,False,normal
2026-01-01 04:15:00,Z05,57.433,55.637,12.545,False,normal
2026-01-01 04:15:00,Z06,54.189,43.989,11.808,False,normal
2026-01-01 04:15:00,Z07,52.186,48.99,11.485,False,normal
2026-01-01 04:15:00,Z08,62.367,46.377,13.717,False,normal
2026-01-01 04:15:00,Z09,58.631,49.561,12.807,False,normal
2026-01-01 04:15:00,Z10,53.354,51.048,11.624,False,normal
2026-01-01 04:15:00,Z11,66.29,50.312,14.526,False,normal
2026-01-01 04:15:00,Z12,56.101,50.218,12.735,False,normal
2026-01-01 04:15:00,Z13,55.43,59.677,12.393,False,normal
2026-01-01 04:15:00,Z14,81.065,54.523,18.327,False,normal
2026-01-01 04:15:00,Z15,74.815,56.969,16.934,False,normal
2026-01-01 04:15:00,Z16,50.078,52.86,11.178,False,normal
2026-01-01 04:15:00,Z17,61.696,47.311,13.638,False,normal
2026-01-01 04:15:00,Z18,66.942,46.332,14.385,False,normal
2026-01-01 04:15:00,Z19,67.269,50.102,14.547,False,normal
2026-01-01 04:15:00,Z20,70.564,48.944,15.532,False,normal
2026-01-01 04:30:00,Z01,67.188,56.597,15.358,False,normal
2026-01-01 04:30:00,Z02,78.875,46.778,17.34,False,normal
2026-01-01 04:30:00,Z03,65.084,48.391,14.794,False,normal
2026-01-01 04:30:00,Z04,81.247,54.782,18.24,False,normal
2026-01-01 04:30:00,Z05,62.681,55.081,14.349,False,normal
2026-01-01 04:30:00,Z06,55.711,46.255,12.377,False,normal
2026-01-01 04:30:00,Z07,54.975,51.143,11.516,False,normal
2026-01-01 04:30:00,Z08,70.273,47.88,15.078,False,normal
2026-01-01 04:30:00,Z09,63.52,49.964,13.768,False,normal
2026-01-01 04:30:00,Z10,54.54,51.386,11.534,False,normal
2026-01-01 04:30:00,Z11,59.215,49.753,13.18,False,normal
2026-01-01 04:30:00,Z12,66.812,48.108,15.146,False,normal
2026-01-01 04:30:00,Z13,67.839,58.905,15.49,False,normal
2026-01-01 04:30:00,Z14,94.437,53.312,20.478,False,normal
2026-01-01 04:30:00,Z15,73.307,55.856,16.578,False,normal
2026-01-01 04:30:00,Z16,55.655,53.435,12.108,False,normal
2026-01-01 04:30:00,Z17,73.476,45.119,16.162,False,normal
2026-01-01 04:30:00,Z18,61.578,47.231,13.735,False,normal
2026-01-01 04:30:00,Z19,66.781,50.937,14.592,False,normal
2026-01-01 04:30:00,Z20,67.898,50.35,15.543,False,normal
2026-01-01 04:45:00,Z01,82.485,55.751,17.974,False,normal
2026-01-01 04:45:00,Z02,72.749,46.366,16.024,False,normal
2026-01-01 04:45:00,Z03,69.36,48.863,15.507,False,normal
2026-01-01 04:45:00,Z04,82.611,53.975,18.24,False,normal
2026-01-01 04:45:00,Z05,67.179,54.589,14.886,False,normal
2026-01-01 04:45:00,Z06,65.3,44.722,13.949,False,normal
2026-01-01 04:45:00,Z07,57.784,51.689,12.519,False,normal
2026-01-01 04:45:00,Z08,72.482,46.015,16.514,False,normal
2026-01-01 04:45:00,Z09,60.237,49.787,13.667,False,normal
2026-01-01 04:45:00,Z10,59.874,51.27,13.137,False,normal
2026-01-01 04:45:00,Z11,66.926,48.164,15.274,False,normal
2026-01-01 04:45:00,Z12,71.855,49.743,16.044,False,normal
2026-01-01 04:45:00,Z13,73.223,58.977,16.26,False,normal
2026-01-01 04:45:00,Z14,103.813,52.864,22.695,False,normal
2026-01-01 04:45:00,Z15,81.516,54.596,17.967,False,normal
2026-01-01 04:45:00,Z16,63.92,52.247,13.589,False,normal
2026-01-01 04:45:00,Z17,73.216,45.922,16.767,False,normal
2026-01-01 04:45:00,Z18,65.335,47.185,14.631,False,normal
2026-01-01 04:45:00,Z19,74.95,49.436,16.693,False,normal
2026-01-01 04:45:00,Z20,79.549,47.222,17.247,False,normal
2026-01-01 05:00:00,Z01,81.031,56.36,18.29,False,normal
2026-01-01 05:00:00,Z02,87.904,45.763,19.411,False,normal
2026-01-01 05:00:00,Z03,75.743,47.971,17.154,False,normal
2026-01-01 05:00:00,Z04,102.006,53.312,22.261,False,normal
2026-01-01 05:00:00,Z05,75.371,55.147,17.069,False,normal
2026-01-01 05:00:00,Z06,64.462,44.444,14.694,False,normal
2026-01-01 05:00:00,Z07,62.292,50.818,13.645,False,normal
2026-01-01 05:00:00,Z08,76.104,45.782,16.474,False,normal
